Context,Actual,Response
"[SOC][User]Great thanks. I also need a train, one leaving peterborough and arriving at Cambridge by 11:15?[dialog_acts]Train-Inform[Bot]There are lots to choose from under that criteria. What day would you like to travel on?[dialog_acts]Train-Inform Train-Request[User]I would like it for Friday, please. Can you please provide a reference number as well?[dialog_acts]Train-Inform[EOC]","[Bot]Ok great, I was able to book you on train TR4296 departing 09:48 and arriving 10:38.  The reference number is P3AGODMA.  Can I assist you with anything else?",[SOR][Bot]The earliest train that travel leaves at 12:16 arrives for 13:24.  The reference number is BEZJVG3J.
"[SOC][User]I would like it for Friday, please. Can you please provide a reference number as well?[dialog_acts]Train-Inform[Bot]Ok great, I was able to book you on train TR4296 departing 09:48 and arriving 10:38.  The reference number is P3AGODMA.  Can I assist you with anything else?[dialog_acts]general-reqmore Train-OfferBooked[User]Thank you, I won't be needing anything else.[dialog_acts]general-thank[EOC]",[Bot]I'm happy to have been able to help you today.  Take care.,[SOR][Bot]I hope you have a great trip!
"[SOC][User]Are there any Portuguese restaurants in Cambridge?[dialog_acts]Restaurant-Inform[Bot]Yes there is a Portuguese restaurant in Cambridge  with two different locations, would you like the addresses?[dialog_acts]Restaurant-Inform[User]If one of them has a moderate price range please give me that address. If not tell me about Turkish restaurants instead.[dialog_acts]Restaurant-Inform[EOC]","[Bot]I have two Turkish restuarants, both in the centre and both expensive. May I recommend anatolia?","[SOR][Bot]I'd recommend Anatolia or efes restaurant, two moderately priced Turkish restaurants located in the centre of town. Would you like to book a reservation?"
"[SOC][User]If one of them has a moderate price range please give me that address. If not tell me about Turkish restaurants instead.[dialog_acts]Restaurant-Inform[Bot]I have two Turkish restuarants, both in the centre and both expensive. May I recommend anatolia?[dialog_acts]Restaurant-Recommend Restaurant-Inform[User]Actually I need a moderately priced restaurant. Are there any fitting that description?[dialog_acts]Restaurant-Inform[EOC]",[Bot]I am sorry. I mistook that price range. The Anatolia is in the moderate range. Would that work for you?,"[SOR][Bot]You'll have to try Hakka, a moderately priced Turkish restaurant that's located at 30 Bridge Street City Centre. Would you like more information and a booking?"
"[SOC][User]Actually I need a moderately priced restaurant. Are there any fitting that description?[dialog_acts]Restaurant-Inform[Bot]I am sorry. I mistook that price range. The Anatolia is in the moderate range. Would that work for you?[dialog_acts]Restaurant-Inform[User]Yes, I need a reservation for 1 people at 14:00 on monday.[dialog_acts]Restaurant-Inform[EOC]","[Bot]
Booking was successful. The table will be reserved for 15 minutes.
Reference number is : 96ZYHLN1.",[SOR][Bot]I'm sorry. The booking was unsuccessful. Would you like to try another time slot or different day?
"[SOC][User]Yes, I need a reservation for 1 people at 14:00 on monday.[dialog_acts]Restaurant-Inform[Bot]
Booking was successful. The table will be reserved for 15 minutes.
Reference number is : 96ZYHLN1.[dialog_acts]Booking-Book[User]Thanks so much. That's all for today. Bye![dialog_acts]general-bye[EOC]","[Bot]You are more than welcome!
",[SOR][Bot]I hope you enjoy your visit.  Bye!
[SOC][User]We need to find a guesthouse of moderate price.[dialog_acts]Hotel-Inform[Bot]I can help you with that.  Do you have any special area you would like to stay?  Or possibly a star request for the guesthouse?[dialog_acts]Hotel-Request[User]I would like it to have a 3 star rating. [dialog_acts]Hotel-Inform[EOC],[Bot]The Bridge Guest House is a 3 star guesthouse. It is in the south area. Would you like to book a room?,[SOR][Bot]Unfortunately there are no 3 star hotels in the center of town.  Do you have other preferences?
"[SOC][User]I would like it to have a 3 star rating. [dialog_acts]Hotel-Inform[Bot]The Bridge Guest House is a 3 star guesthouse. It is in the south area. Would you like to book a room?[dialog_acts]Booking-Inform Hotel-Inform[User]Yes, please, for four people.[dialog_acts][EOC]",[Bot]How many people is the reservation for?,[SOR][Bot]For how many nights and how many people?
"[SOC][User]Yes, please, for four people.[dialog_acts][Bot]How many people is the reservation for?[dialog_acts]Booking-Request[User]Four. Two nights. Beginning Saturday.[dialog_acts]Hotel-Inform[EOC]",[Bot]I am afraid that booking is unsuccessful. Would you like a different day or amount of days?,[SOR][Bot]I am not able to accommodate those requirements.  How about calling for a booking?  Or to make it a reservation?
[SOC][User]Four. Two nights. Beginning Saturday.[dialog_acts]Hotel-Inform[Bot]I am afraid that booking is unsuccessful. Would you like a different day or amount of days?[dialog_acts]Booking-NoBook Booking-Request[User]How about 1 night?  Would that work?[dialog_acts]Hotel-Inform[EOC],[Bot]This booking is successful for 1 night. Your reference number is 85BGKWO4. Is there anything else I can assist you with?,[SOR][Bot]That was successful for one night. Your reference number is UOM3PU59. Is there anything else I can do for you?
[SOC][User]How about 1 night?  Would that work?[dialog_acts]Hotel-Inform[Bot]This booking is successful for 1 night. Your reference number is 85BGKWO4. Is there anything else I can assist you with?[dialog_acts]general-reqmore Booking-Book[User]That's all. Thank you![dialog_acts]general-thank[EOC],"[Bot]Great, have a pleasant stay.  Bye.",[SOR][Bot]You're welcome. Have a great day! 
"[SOC][User]I'm looking for an expensive restaurant in the north area[dialog_acts]Restaurant-Inform[Bot]I have moderate and expensive priced restaurants. City stop restaurant serves european and is on the expensive side. Or may I suggest saigon city, they have asian?[dialog_acts][User]Do any of them specialize in chinese? [dialog_acts]Restaurant-Inform[EOC]","[Bot]Yes, both Hakka and The Hotpot serve Chinese.  Can I book either for you?",[SOR][Bot]There are ten restaurants that fit the food description. Do you have a cuisine preference?
"[SOC][User]Do any of them specialize in chinese? [dialog_acts]Restaurant-Inform[Bot]Yes, both Hakka and The Hotpot serve Chinese.  Can I book either for you?[dialog_acts]Booking-Inform Restaurant-Inform[User]Lets try Hakka. It will be just myself at 16:45 on tuesday.[dialog_acts]Restaurant-Inform[EOC]","[Bot]Booking was successful. The table will be reserved for 15 minutes.
Reference number is : KWV7HGEB.",[SOR][Bot]Your table is booked. Your reference number is CAMZA8H3.
"[SOC][User]Lets try Hakka. It will be just myself at 16:45 on tuesday.[dialog_acts]Restaurant-Inform[Bot]Booking was successful. The table will be reserved for 15 minutes.
Reference number is : KWV7HGEB.[dialog_acts]Booking-Book[User]Great, thank you. Can you help me with train schedules too? I need to get to Cambridge from Bishops Stortford.[dialog_acts]Train-Inform[EOC]",[Bot]On what day will you be traveling?,[SOR][Bot]What day will you be traveling?
"[SOC][User]Great, thank you. Can you help me with train schedules too? I need to get to Cambridge from Bishops Stortford.[dialog_acts]Train-Inform[Bot]On what day will you be traveling?[dialog_acts]Train-Request[User]I will be traveling on Tuesday and it should arrive in Cambridge by 12:45. [dialog_acts]Train-Inform[EOC]","[Bot]There are 4 trains that will arrive before 12:45, do you have a preferred departure time?",[SOR][Bot]the TR0358 arrives at 11:07.
"[SOC][User]I will be traveling on Tuesday and it should arrive in Cambridge by 12:45. [dialog_acts]Train-Inform[Bot]There are 4 trains that will arrive before 12:45, do you have a preferred departure time?[dialog_acts]Train-Inform Train-Request[User]No, any will be fine.  I only need a ticket for myself.[dialog_acts][EOC]",[Bot]I was able to book the 11:29 train which arrives at 12:07. The cost is 10.1 GBP and your reference is AAX97X46. Anything else I can assist you with?,[SOR][Bot]the TR2912 arrives by several hours later at 12:52. are you ready to book it?
"[SOC][User]No, any will be fine.  I only need a ticket for myself.[dialog_acts][Bot]I was able to book the 11:29 train which arrives at 12:07. The cost is 10.1 GBP and your reference is AAX97X46. Anything else I can assist you with?[dialog_acts]general-reqmore Train-OfferBooked[User]No thank you.  Appreciate your help.[dialog_acts]general-thank[EOC]",[Bot]It was my pleasure. Have a great day!,[SOR][Bot]Thank you for contacting the Cambridge TownInfo Centre.  Have a great day!
"[SOC][User]Yeah, I'm looking for an entertaining tourist attraction, can point me in the direction of some places to check out?[dialog_acts]Attraction-Inform[Bot]I have about 5 different entertainment venues if that is what you are looking for. Do you have a preference on the area its located in? [dialog_acts]Attraction-Request Attraction-Inform[User]No preference, please just pick one and give me the postcode and address.[dialog_acts]Attraction-Request[EOC]","[Bot]I think you'd enjoy the Funky Fun House. They're located at 8 mercers row, mercers row industrial estate. Their postcode is cb58hy. Can I help you with anything else?
",[SOR][Bot]I sure can! There is The Cambridge museum of Technology located at sidgwick avenue and the postcode cb58ld. Anything else I can assist you with?
"[SOC][User]No preference, please just pick one and give me the postcode and address.[dialog_acts]Attraction-Request[Bot]I think you'd enjoy the Funky Fun House. They're located at 8 mercers row, mercers row industrial estate. Their postcode is cb58hy. Can I help you with anything else?
[dialog_acts]Attraction-Recommend general-reqmore Attraction-Inform[User]What area is the Funky Fun House located?[dialog_acts]Attraction-Inform Attraction-Request[EOC]",[Bot]Funky fun house is located in the east area. Can I help you with anything else today?,[SOR][Bot]It is in the centre of town.  Anything else today?
[SOC][User]What area is the Funky Fun House located?[dialog_acts]Attraction-Inform Attraction-Request[Bot]Funky fun house is located in the east area. Can I help you with anything else today?[dialog_acts]general-reqmore Attraction-Inform[User]I am also looking for a restaurant that's moderately priced and serves british food. [dialog_acts]Restaurant-Inform[EOC],"[Bot]I have five different restaurants to choose from. There are 4 in the centre of town, and 1 in the west. Do you have a preference? ","[SOR][Bot]You have many choices, is there a certain area you want to dine in?"
"[SOC][User]I am also looking for a restaurant that's moderately priced and serves british food. [dialog_acts]Restaurant-Inform[Bot]I have five different restaurants to choose from. There are 4 in the centre of town, and 1 in the west. Do you have a preference? [dialog_acts]Restaurant-Select Restaurant-Inform[User]Let's try making at booking at the one in the west.[dialog_acts][EOC]","[Bot]Ok, what day would you like to make the reservation on?",[SOR][Bot]How about thursday at 19:00 please? 
"[SOC][User]Let's try making at booking at the one in the west.[dialog_acts][Bot]Ok, what day would you like to make the reservation on?[dialog_acts]Booking-Request[User]We'll need the reservation for Friday at 19:30. What's the name of the restaurant in the West?[dialog_acts]Restaurant-Inform[EOC]",[Bot]That one is called Saint Johns Chop House.  How many people will be dining?,[SOR][Bot]Your booking at noon at The Cow Pizza Kitchen and Bar is confirmed for Friday at 19:30. The table will be reserved for 15 minutes. Your reference number is Q5DTZ751. May I help with anything else?
